store_no,chain_no,chain,geoaddress,geocity,geostate,geozip,geozip4,county,dma_market,dma_no,segment,subsegment,category,latitude,longitude,geoquality,yr_built,co_fr,co_fr_no,seg_no
273542,788,Waffle House,760 GLYNN ST S,FAYETTEVILLE,GA,30214,2050.0,FAYETTE,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.434381,-84.455934,1BEST(Actual),1999,COMPANY,0.0,2
273541,788,Waffle House,965 LANIER AVE W,FAYETTEVILLE,GA,30214,1075.0,FAYETTE,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.44905,-84.48485,1BEST(Actual),1997,COMPANY,0.0,2
273540,788,Waffle House,1000 HIGHWAY 155 S,MCDONOUGH,GA,30253,7359.0,HENRY,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.409201,-84.165518,1BEST(Actual),1995,COMPANY,0.0,2
296048,788,Waffle House,592 CARROLLTON VILLA RICA HWY,VILLA RICA,GA,30180,4978.0,CARROLL,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.719921,-84.938235,1BEST(Actual),2002,COMPANY,0.0,2
273539,788,Waffle House,3309 CENTERVILLE HWY,SNELLVILLE,GA,30039,6115.0,GWINNETT,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.811024,-84.043017,1BEST(Actual),2000,COMPANY,0.0,2
271589,788,Waffle House,9650 MEDLOCK BRIDGE RD,DULUTH,GA,30097,5962.0,FULTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.01653,-84.19111,1BEST(Actual),1997,FRANCHISE,1.0,2
298540,788,Waffle House,1515 MCFARLAND PKWY,ALPHARETTA,GA,30005,2220.0,FORSYTH,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.110982,-84.219578,1BEST(Actual),2002,COMPANY,0.0,2
298581,788,Waffle House,1700 HOWELL MILL RD NW,ATLANTA,GA,30318,3114.0,FULTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.800655,-84.416299,1BEST(Actual),1996,COMPANY,0.0,2
298582,788,Waffle House,3335 S COBB DR SE,SMYRNA,GA,30080,4117.0,COBB,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.872539,-84.528813,1BEST(Actual),1997,COMPANY,0.0,2
292050,788,Waffle House,1586 INDIAN TRIAL LILBU,NORCROSS,GA,30093,,GWINNETT,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.921843,-84.170901,1BEST(Address),2001,COMPANY,0.0,2
273738,788,Waffle House,650 WHITLOCK AVE NW,MARIETTA,GA,30064,3120.0,COBB,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.952269,-84.57127,1BEST(Actual),1999,FRANCHISE,1.0,2
288502,788,Waffle House,1849 MARIETTA HWY,CANTON,GA,30114,3904.0,CHEROKEE,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.221832,-84.503967,1BEST(Actual),1999,COMPANY,0.0,2
271621,788,Waffle House,2320 SATELLITE BLVD,DULUTH,GA,30096,2379.0,GWINNETT,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.976445,-84.093019,1BEST(Actual),1999,COMPANY,0.0,2
301989,788,Waffle House,6636 HIGHWAY 53 E,DAWSONVILLE,GA,30534,6806.0,DAWSON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.360977,-84.034501,1BEST(Actual),2002,COMPANY,0.0,2
301990,788,Waffle House,3255 FLORENCE RD,POWDER SPRINGS,GA,30127,3832.0,COBB,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.87515,-84.70265,1BEST(Actual),2002,COMPANY,0.0,2
304844,788,Waffle House,1862 MARS HILL RD NW,ACWORTH,GA,30101,4517.0,COBB,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.00028,-84.70365,1BEST(Actual),2003,COMPANY,0.0,2
306999,788,Waffle House,4065 PEACHTREE RD NE,BROOKHAVEN,GA,30319,3005.0,DE KALB,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.861464,-84.338812,1BEST(Actual),1995,COMPANY,0.0,2
310698,788,Waffle House,1305 HIGHWAY 20 W,MCDONOUGH,GA,30253,,HENRY,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.425416,-84.182999,1BEST(Address),2003,COMPANY,0.0,2
310757,788,Waffle House,5565 NORTHSIDE DR,ATLANTA,GA,30327,4227.0,FULTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.905756,-84.431051,1BEST(Actual),2002,COMPANY,0.0,2
285172,788,Waffle House,4410 SHARPSBURG MCCULLUM RD,NEWNAN,GA,30265,3854.0,COWETA,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.44665,-84.6967,1BEST(Actual),2000,COMPANY,0.0,2
311963,788,Waffle House,926 PLEASANT HILL RD,LAWRENCEVILLE,GA,30044,3328.0,GWINNETT,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.925698,-84.11373,1BEST(Actual),2003,COMPANY,0.0,2
314924,788,Waffle House,15 GLENDA TRCE,NEWNAN,GA,30265,3887.0,COWETA,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.408891,-84.685296,1BEST(Actual),2003,COMPANY,0.0,2
317617,788,Waffle House,4875 ALABAMA RD NE,ROSWELL,GA,30075,1664.0,COBB,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.06751,-84.42585,1BEST(Actual),2004,COMPANY,0.0,2
298584,788,Waffle House,1133 HIGHWAY 92,ACWORTH,GA,30102,2085.0,CHEROKEE,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.082136,-84.655178,1BEST(Actual),1999,COMPANY,0.0,2
327613,788,Waffle House,1100 OLD PEACHTREE RD,DULUTH,GA,30097,5105.0,GWINNETT,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.001365,-84.076454,1BEST(Actual),2004,COMPANY,0.0,2
365906,788,Waffle House,201 FAIRVIEW RD,ELLENWOOD,GA,30294,2721.0,HENRY,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.618883,-84.241966,1BEST(Actual),2008,FRANCHISE,1.0,2
349538,788,Waffle House,115 SAINT STEPHENS CT,TYRONE,GA,30290,1694.0,FAYETTE,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.488526,-84.584443,1BEST(Actual),2007,COMPANY,0.0,2
327614,788,Waffle House,8018 CUMMING HWY,CANTON,GA,30115,9337.0,CHEROKEE,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.253527,-84.359594,1BEST(Actual),2004,COMPANY,0.0,2
327619,788,Waffle House,4097 MARIETTA ST,POWDER SPRINGS,GA,30127,2712.0,COBB,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.858379,-84.674111,1BEST(Actual),2004,COMPANY,0.0,2
341421,788,Waffle House,20 HOSIERY MILL RD,DALLAS,GA,30157,3100.0,PAULDING,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.956209,-84.787096,1BEST(Actual),2006,COMPANY,0.0,2
327670,788,Waffle House,1395 HIGHLANDS RIDGE RD SE,SMYRNA,GA,30082,4858.0,COBB,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.840455,-84.519246,1BEST(Actual),2002,COMPANY,0.0,2
346454,788,Waffle House,1727 HUDSON BRIDGE RD,STOCKBRIDGE,GA,30281,6332.0,HENRY,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.501495,-84.242689,1BEST(Actual),2006,COMPANY,0.0,2
327540,788,Waffle House,2940 MANSELL RD,ALPHARETTA,GA,30022,4866.0,FULTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.037959,-84.297785,1BEST(Actual),2005,COMPANY,0.0,2
344832,788,Waffle House,13091 BROWN BRIDGE RD,COVINGTON,GA,30016,9109.0,NEWTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.578087,-83.96563,1BEST(Actual),2006,COMPANY,0.0,2
327609,788,Waffle House,1205 LAKES PKWY,LAWRENCEVILLE,GA,30043,5888.0,GWINNETT,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.963801,-84.037655,1BEST(Actual),1998,COMPANY,0.0,2
327739,788,Waffle House,2111 FAIRBURN RD,DOUGLASVILLE,GA,30135,1037.0,DOUGLAS,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.74722,-84.70146,1BEST(Actual),2005,COMPANY,0.0,2
327633,788,Waffle House,613 THORNTON RD,LITHIA SPRINGS,GA,30122,1519.0,DOUGLAS,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.788022,-84.621765,1BEST(Actual),2004,COMPANY,,2
344850,788,Waffle House,543 CARROLLTON ST,TEMPLE,GA,30179,4134.0,CARROLL,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.722677,-85.029037,1BEST(Actual),2006,COMPANY,0.0,2
342378,788,Waffle House,2581 PIEDMONT RD NE,ATLANTA,GA,30324,3006.0,FULTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.824946,-84.366886,1BEST(Actual),2006,COMPANY,0.0,2
327662,788,Waffle House,1170 WEST AVE SW,CONYERS,GA,30012,5200.0,ROCKDALE,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.666203,-84.025945,1BEST(Actual),2004,COMPANY,0.0,2
327644,788,Waffle House,3335 STEVE REYNOLDS BLVD,DULUTH,GA,30096,4511.0,GWINNETT,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.953686,-84.141435,1BEST(Actual),1992,FRANCHISE,1.0,2
327638,788,Waffle House,6026 BETHELVIEW RD,CUMMING,GA,30040,6316.0,FORSYTH,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.163172,-84.176262,1BEST(Actual),1999,COMPANY,0.0,2
327634,788,Waffle House,531 CANTON RD,CUMMING,GA,30040,2003.0,FORSYTH,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.222029,-84.153734,1BEST(Actual),2004,COMPANY,0.0,2
359368,788,Waffle House,1640 WALNUT AVE,LOGANVILLE,GA,30052,9207.0,WALTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.742134,-83.854495,1BEST(Actual),2008,COMPANY,0.0,2
327625,788,Waffle House,8060 ROCKBRIDGE RD,LITHONIA,GA,30058,5883.0,DE KALB,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.775322,-84.074581,1BEST(Actual),2005,COMPANY,0.0,2
327610,788,Waffle House,1355 JOE FRANK HARRIS PKWY SE,CARTERSVILLE,GA,30120,4222.0,BARTOW,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.206298,-84.818515,1BEST(Actual),2001,COMPANY,0.0,2
334649,788,Waffle House,1960 MAIN ST E,SNELLVILLE,GA,30078,6466.0,GWINNETT,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.855856,-83.99496,1BEST(Actual),2005,COMPANY,0.0,2
357191,788,Waffle House,2045 HIGHWAY 155 N,MCDONOUGH,GA,30252,4808.0,HENRY,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.50604,-84.14213,1BEST(Actual),2008,COMPANY,0.0,2
341420,788,Waffle House,669 HIGHWAY 138 SW,RIVERDALE,GA,30274,3907.0,CLAYTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.548795,-84.412445,1BEST(Actual),2006,COMPANY,,2
336990,788,Waffle House,5970 MEMORIAL DR,STONE MOUNTAIN,GA,30083,3430.0,DE KALB,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.802122,-84.194767,1BEST(Actual),2005,COMPANY,0.0,2
351095,788,Waffle House,1408 GEORGIA HIGHWAY 16 W,GRIFFIN,GA,30223,2041.0,SPALDING,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.247283,-84.28746,1BEST(Address),2007,COMPANY,0.0,2
326067,788,Waffle House,2255 PANOLA RD,LITHONIA,GA,30058,,DE KALB,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.723647,-84.167358,1BEST(Address),2003,COMPANY,0.0,2
326129,788,Waffle House,109 FOREST PKWY,FOREST PARK,GA,30297,2016.0,CLAYTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.61855,-84.38662,1BEST(Actual),2004,COMPANY,0.0,2
327612,788,Waffle House,5252 N HENRY BLVD,STOCKBRIDGE,GA,30281,3230.0,HENRY,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.547638,-84.250679,1BEST(Actual),2003,COMPANY,0.0,2
352809,788,Waffle House,9159 ROOSEVELT HWY,PALMETTO,GA,30268,1849.0,FULTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.528662,-84.660475,1BEST(Address),2007,COMPANY,0.0,2
334651,788,Waffle House,5565 BUFORD HWY,NORCROSS,GA,30071,3901.0,GWINNETT,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.94376,-84.20589,1BEST(Actual),2005,COMPANY,0.0,2
357187,788,Waffle House,1917 ATLANTA HWY SE,STATHAM,GA,30666,1858.0,BARROW,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.964652,-83.597662,1BEST(Actual),2008,COMPANY,0.0,2
334647,788,Waffle House,2735 FOREST PKWY,ELLENWOOD,GA,30294,3520.0,CLAYTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.61199,-84.30048,1BEST(Actual),2005,COMPANY,0.0,2
357144,788,Waffle House,265 JONESBORO RD,MCDONOUGH,GA,30253,3769.0,HENRY,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.452561,-84.166957,1BEST(Actual),2007,COMPANY,0.0,2
334642,788,Waffle House,1255 SCENIC HWY,LAWRENCEVILLE,GA,30045,6358.0,GWINNETT,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.900428,-84.006079,1BEST(Actual),2005,COMPANY,0.0,2
334641,788,Waffle House,1114 N PARK ST,CARROLLTON,GA,30117,2229.0,CARROLL,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.598717,-85.079581,1BEST(Actual),2005,COMPANY,0.0,2
356752,788,Waffle House,20 AUBURN PARK DR,AUBURN,GA,30011,3639.0,BARROW,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.01067,-83.841881,1BEST(Actual),2007,COMPANY,0.0,2
334410,788,Waffle House,6035 BAKERS FERRY RD SW,ATLANTA,GA,30336,4421.0,FULTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.729231,-84.572916,1BEST(Actual),2005,COMPANY,0.0,2
324069,788,Waffle House,7044 JIMMY CARTER BLVD,NORCROSS,GA,30092,3250.0,GWINNETT,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.94606,-84.24125,1BEST(Actual),2004,COMPANY,0.0,2
334845,788,Waffle House,239 INTERSTATE SOUTH DR,JASPER,GA,30143,6220.0,PICKENS,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.398094,-84.414705,1BEST(Actual),2005,FRANCHISE,1.0,2
357409,788,Waffle House,5598 BUFORD HWY NE,DORAVILLE,GA,30340,1226.0,DE KALB,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.904533,-84.272459,1BEST(Address),2008,COMPANY,,2
352475,788,Waffle House,1400 HIGHWAY 78,MONROE,GA,30655,7108.0,WALTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.813216,-83.680077,1BEST(Actual),2007,COMPANY,0.0,2
327538,788,Waffle House,1820 HIGHWAY 138 NE,CONYERS,GA,30013,1202.0,ROCKDALE,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.670512,-83.985836,1BEST(Actual),1999,COMPANY,0.0,2
338270,788,Waffle House,138 CONNERS RD,VILLA RICA,GA,30180,2119.0,DOUGLAS,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.732216,-84.900979,1BEST(Actual),2006,COMPANY,0.0,2
338268,788,Waffle House,805 WEST AVE,CARTERSVILLE,GA,30120,6133.0,BARTOW,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.158223,-84.815614,1BEST(Actual),2006,COMPANY,0.0,2
340442,788,Waffle House,1935 HIGHWAY 211 NW,HOSCHTON,GA,30548,,BARROW,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.093252,-83.808712,1BEST(Address),2006,COMPANY,0.0,2
351096,788,Waffle House,1100 NORTEC DR SE,CONYERS,GA,30013,5832.0,ROCKDALE,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.593438,-84.01391,1BEST(Actual),2007,COMPANY,0.0,2
331262,788,Waffle House,1640 MOUNT ZION RD,MORROW,GA,30260,3012.0,CLAYTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.57172,-84.33622,1BEST(Actual),2001,FRANCHISE,1.0,2
327509,788,Waffle House,2310 HIGHWAY 411 NE,CARTERSVILLE,GA,30121,5129.0,BARTOW,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.240958,-84.774818,1BEST(Actual),2004,,,2
331279,788,Waffle House,5602 MABLETON PKWY SW,MABLETON,GA,30126,3304.0,COBB,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.81762,-84.57624,1BEST(Actual),1993,COMPANY,0.0,2
340443,788,Waffle House,229 TEMPLE AVE,NEWNAN,GA,30263,1328.0,COWETA,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.385182,-84.813667,1BEST(Actual),2006,COMPANY,0.0,2
340447,788,Waffle House,6122 HICKORY FLAT HWY,CANTON,GA,30115,7252.0,CHEROKEE,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.175816,-84.419586,1BEST(Actual),2006,COMPANY,0.0,2
352474,788,Waffle House,932 BUFORD DR,LAWRENCEVILLE,GA,30043,4523.0,GWINNETT,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.987286,-83.98499,1BEST(Actual),2007,COMPANY,0.0,2
246175,788,Waffle House,2045 W SPRING ST,MONROE,GA,30655,5682.0,WALTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.796031,-83.744229,1BEST(Actual),1999,COMPANY,0.0,2
231941,788,Waffle House,1410 DURA DR SW,MARIETTA,GA,30008,4024.0,COBB,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.918623,-84.581902,1BEST(Actual),1998,COMPANY,0.0,2
246176,788,Waffle House,1625 BALL GROUND HWY,CANTON,GA,30114,6202.0,CHEROKEE,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.258703,-84.46387,1BEST(Address),1998,COMPANY,0.0,2
246177,788,Waffle House,545 PEACHTREE INDUSTRIAL BLVD,SUWANEE,GA,30024,3017.0,GWINNETT,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.062456,-84.076728,1BEST(Actual),1999,COMPANY,0.0,2
236490,788,Waffle House,3871 HIGHWAY 78 W,SNELLVILLE,GA,30039,3932.0,GWINNETT,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.8401,-84.06509,1BEST(Actual),1998,COMPANY,0.0,2
186483,788,Waffle House,2842 PANOLA RD,LITHONIA,GA,30058,4838.0,DE KALB,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.704469,-84.168989,1BEST(Actual),1974,COMPANY,0.0,2
186488,788,Waffle House,6544 HIGHWAY 85,RIVERDALE,GA,30274,2313.0,CLAYTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.576514,-84.411634,1BEST(Actual),1980,COMPANY,0.0,2
246178,788,Waffle House,1886 HIGHWAY 20 SE,CONYERS,GA,30013,2046.0,ROCKDALE,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.637566,-84.013784,1BEST(Actual),1994,COMPANY,0.0,2
241167,788,Waffle House,3319 OLD MILTON PKWY,ALPHARETTA,GA,30005,4437.0,FULTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.068309,-84.268005,1BEST(Actual),1998,COMPANY,0.0,2
241166,788,Waffle House,12370 ARNOLD MILL RD,ALPHARETTA,GA,30004,6644.0,FULTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.082743,-84.358837,1BEST(Actual),1997,COMPANY,0.0,2
241165,788,Waffle House,1710 ZEBULON RD,GRIFFIN,GA,30224,5104.0,SPALDING,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.194108,-84.283318,1BEST(Actual),1999,COMPANY,0.0,2
186484,788,Waffle House,2548 WESLEY CHAPEL RD,DECATUR,GA,30035,3405.0,DE KALB,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.713948,-84.215709,1BEST(Actual),1971,COMPANY,0.0,2
213205,788,Waffle House,839 VIRGINIA AVE,HAPEVILLE,GA,30354,1913.0,FULTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.659105,-84.416855,1BEST(Actual),1996,COMPANY,0.0,2
223400,788,Waffle House,11152 TARA BLVD,HAMPTON,GA,30228,1674.0,CLAYTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.45045,-84.32495,1BEST(Actual),1996,COMPANY,0.0,2
223399,788,Waffle House,1030 HIGHWAY 34 E,NEWNAN,GA,30265,1320.0,COWETA,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.397407,-84.744221,1BEST(Actual),1995,COMPANY,0.0,2
221786,788,Waffle House,1856 MOUNTAIN INDUSTRIAL BLVD,TUCKER,GA,30084,6617.0,DE KALB,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.837753,-84.201415,1BEST(Actual),1969,FRANCHISE,1.0,2
219631,788,Waffle House,7855 ADAIRSVILLE HWY,ADAIRSVILLE,GA,30103,2100.0,BARTOW,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.377127,-84.9169,1BEST(Address),1996,FRANCHISE,1.0,2
219630,788,Waffle House,3275 COBB PKWY NW,ACWORTH,GA,30101,3938.0,COBB,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.033899,-84.677321,1BEST(Actual),1995,COMPANY,0.0,2
219629,788,Waffle House,4135 SUGARLOAF PKWY,LAWRENCEVILLE,GA,30044,6846.0,GWINNETT,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.939471,-84.034207,1BEST(Actual),1997,COMPANY,0.0,2
186481,788,Waffle House,550 N GREENBRIAR PKWY,MARIETTA,GA,30062,3856.0,COBB,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.962087,-84.492429,1BEST(Actual),1983,COMPANY,0.0,2
213217,788,Waffle House,3441 ERNEST W BARRETT PKWY NW,MARIETTA,GA,30064,1800.0,COBB,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.947003,-84.623585,1BEST(Actual),1996,COMPANY,0.0,2
213219,788,Waffle House,2837 KEITH BRIDGE RD,CUMMING,GA,30041,3936.0,FORSYTH,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.25376,-84.087661,1BEST(Actual),1996,COMPANY,0.0,2
202915,788,Waffle House,74 HIRAM ACWORTH HWY,HIRAM,GA,30141,2200.0,PAULDING,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.892236,-84.753992,1BEST(Actual),1996,COMPANY,0.0,2
198821,788,Waffle House,3016 PIEDMONT RD NE,ATLANTA,GA,30305,2628.0,FULTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.837247,-84.368601,1BEST(Actual),1996,COMPANY,0.0,2
198822,788,Waffle House,3735 ROSWELL RD NE,ATLANTA,GA,30342,4414.0,FULTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.857081,-84.381446,1BEST(Actual),1995,COMPANY,0.0,2
198827,788,Waffle House,484 INDIAN TRAIL LILBURN RD NW,LILBURN,GA,30047,3718.0,GWINNETT,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.896611,-84.139919,1BEST(Actual),1995,COMPANY,0.0,2
198828,788,Waffle House,4532 CHAMBLEE DUNWOODY RD,DUNWOODY,GA,30338,6202.0,DE KALB,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.923728,-84.315155,1BEST(Actual),1991,COMPANY,0.0,2
198829,788,Waffle House,1064 BEAR CREEK BLVD,HAMPTON,GA,30228,1849.0,HENRY,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.381965,-84.301481,1BEST(Actual),1996,COMPANY,0.0,2
213218,788,Waffle House,10792 JONES BRIDGE RD,ALPHARETTA,GA,30022,6573.0,FULTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.045535,-84.224676,1BEST(Actual),1995,COMPANY,0.0,2
385192,788,Waffle House,100 PIEDMONT AVE SE,ATLANTA,GA,30303,,FULTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.751371,-84.385245,1BEST(Address),2010,COMPANY,0.0,2
385328,788,Waffle House,2914 MEMORIAL DR SE,ATLANTA,GA,30317,3502.0,DE KALB,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.74734,-84.29117,1BEST(Actual),2011,COMPANY,0.0,2
379216,788,Waffle House,66 5TH ST NW,ATLANTA,GA,30308,1031.0,FULTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.77666,-84.3894,1BEST(Actual),2010,COMPANY,0.0,2
403229,788,Waffle House,135 ANDREW YOUNG INTERNATIONAL BLVD NW,ATLANTA,GA,30303,1011.0,FULTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.759897,-84.391797,1BEST(Actual),2013,COMPANY,0.0,2
379194,788,Waffle House,1245 N BROAD ST,MONROE,GA,30656,1421.0,WALTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.817214,-83.731275,1BEST(Actual),2009,COMPANY,0.0,2
384703,788,Waffle House,4865 RIDGE RD,DOUGLASVILLE,GA,30134,6131.0,PAULDING,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.81889,-84.81136,1BEST(Actual),2011,COMPANY,0.0,2
381899,788,Waffle House,3201 HIGHWAY 36 W,JACKSON,GA,30233,6147.0,BUTTS,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.20348,-84.06292,1BEST(Actual),2011,COMPANY,0.0,2
370646,788,Waffle House,10690 BY PASS RD,COVINGTON,GA,30014,,NEWTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.566406,-83.863346,1BEST(Address),2009,COMPANY,0.0,2
369334,788,Waffle House,3310 HAMILTON MILL RD,BUFORD,GA,30519,4005.0,GWINNETT,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.094446,-83.937244,1BEST(Actual),2009,COMPANY,0.0,2
403228,788,Waffle House,772 DACULA RD,DACULA,GA,30019,,GWINNETT,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,34.005998,-83.913625,1BEST(Address),2013,FRANCHISE,1.0,2
385183,788,Waffle House,3036 ANVIL BLOCK RD,ELLENWOOD,GA,30294,2433.0,CLAYTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.63416,-84.28926,1BEST(Actual),2010,COMPANY,0.0,2
400372,788,Waffle House,10265 HIGHWAY 142 N,COVINGTON,GA,30014,,NEWTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.608193,-83.82818,1BEST(Address),2012,COMPANY,0.0,2
407144,788,Waffle House,5310 HIGHWAY 92,FAIRBURN,GA,30213,2020.0,FULTON,ATLANTA  GA,524,FSR,FSR-Family,Coffee Shop,33.613928,-84.612195,1BEST(Actual),2013,COMPANY,0.0,2
